job_id,title,role_category,skills
https://www.linkedin.com/jobs/view/data-and-analytics-sr-program-manager-at-fusemachines-3787757140,Data and Analytics Sr. Program Manager,data_analyst,"['data engineering', 'data warehousing', 'data visualization', 'software development life cycle', 'program management', 'agile', 'scrum', 'kanban', 'jira', 'confluence', 'roadmap', 'release planning', 'timeline', 'presentation tools', 'negotiation', 'budgeting', 'resource allocation', 'msp', 'prince2', 'stakeholder engagement', 'business change management', 'standardization', 'change management', 'performance analysis', 'innovation', 'efficacy', 'delegation', 'professional development', 'template creation', 'policy creation', 'partnership development', 'daily standup', 'sprint planning', 'retrospective meeting']"
https://www.linkedin.com/jobs/view/business-intelligence-analyst-ii-at-american-textile-company-3648927722,Business Intelligence Analyst II,data_analyst,"['data analysis', 'sales analysis', 'sales reporting', 'sales forecasting', 'budgeting', 'data visualization', 'power bi', 'crm software', 'multitasking', 'prioritization']"
https://www.linkedin.com/jobs/view/senior-data-analyst-at-capital-one-3774773892,Senior Data Analyst,data_analyst,"['python', 'sql', 'open source technologies', 'digital technologies', 'spark', 'aws services', 'data quality management', 'data lineage', 'metadata', 'business intelligence visualization tools', 'agile', 'lean', 'six sigma', 'informatica', 'tableau', 'power bi', 'data visualization', 'data engineering', 'data science', 'data analysis', 'machine learning', 'artificial intelligence', 'cloud computing', 'big data', 'hadoop']"
https://www.linkedin.com/jobs/view/senior-data-analyst-at-techtammina-llc-3793679108,Senior Data Analyst,data_analyst,"['data analysis', 'sql', 'snowflake sql', 'pc insurance domain', 'policy management', 'premium', 'claims', 'finance', 'reinsurance']"
https://www.linkedin.com/jobs/view/sr-business-systems-analyst-%E2%80%93-pharmacy-data-analytics-compliance-at-publix-super-markets-3797519670,Sr Business Systems Analyst – Pharmacy Data Analytics & Compliance,data_analyst,"['azure cloud', 'data analytics', 'reporting processes', 'user interfaces', 'sql', 'oracle db', 'sdlc', 'business systems analysis', 'process improvements', 'written and verbal communication', 'strong work ethic', 'cheerful outlook', 'azure dev ops', 'azure databricks', 'big data', 'cloud', 'aws', 'problem management', 'change management', 'systems development processes', 'vendor relationships', 'infrastructure concepts', 'systems concepts', 'pharmacy systems', 'regulatory compliance', 'pharmacy concepts', 'medical concepts']"
https://www.linkedin.com/jobs/view/senior-business-intelligence-analyst-at-tuuci-3786726725,Senior Business Intelligence Analyst,data_analyst,"['tableau', 'power bi', 'google analytics', 'salesforce', 'etlelt development', 'data cleansing', 'data governance', 'data quality', 'crm', 'erp', 'infor', 'business intelligence', 'kpis', 'bachelors degree in mathematics', 'bachelors degree in statistics', 'bachelors degree in computer science', 'bachelors degree in information technology', 'bachelors degree in business', 'bachelors degree in engineering']"
https://www.linkedin.com/jobs/view/data-analyst-staff-level-4-with-security-clearance-at-clearancejobs-3790465227,Data Analyst Staff - Level 4 with Security Clearance,data_analyst,"['product owner', 'technical lead', 'modeling simulation  analysis msa', 'data model elementsattributes', 'data set', 'data model attributes', 'high volume', 'high velocity', 'high complexity', 'big data', 'performance based logistics pbl', 'statistics', 'mathematical methods', 'scientific methods', 'supply chain networks', 'business case analysis', 'descriptive statistics', 'inferential statistics', 'multicriteria decision modeling', 'discrete event simulations', 'lifecycle cost analysis', 'sap', 'erp', 'alisodin', 'fracas', 'python', 'ms office', 'system databases', 'data elements', 'data structures', 'data hierarchies', 'data quality', 'configuration control', 'problem statements', 'modeling approaches', 'ground rules', 'assumptions', 'part configurations', 'part attribute data', 'failure rates', 'repair times', 'reconciling disparate datasets', 'demand forecasting', 'inventory optimization', 'supply planning', 'stochastic data models', 'deterministic data models', 'stem degree', 'odin', 'alis']"
https://uk.linkedin.com/jobs/view/senior-fraud-data-analyst-at-lexisnexis-risk-solutions-3773743121,Senior Fraud Data Analyst,data_analyst,"['fraud data analysis', 'sql', 'python', 'machine learning', 'statistical analysis', 'data visualization', 'research', 'security', 'fraud prevention', 'financial crime', 'payments', 'compliance', 'banking', 'threatmetrix', 'featurespace', 'hunter', 'iovation', 'biocatch', 'actimize falcon', 'multitasking', 'prioritization', 'judgment', 'language fluency']"
https://ca.linkedin.com/jobs/view/customer-service-representative-data-analyst-data-entry-clerk-urgent-at-toyandsons-3756471499,Customer Service Representative/Data Analyst/Data Entry Clerk/Urgent,data_analyst,"['data analysis', 'data interpretation', 'data mining', 'statistical techniques', 'python', 'sql', 'tableau', 'power bi', 'hypothesis testing', 'ab testing', 'data visualization', 'data management', 'etl processes', 'data quality assessment', 'data integrity', 'data accuracy', 'data completeness']"
https://www.linkedin.com/jobs/view/cloud-security-engineer-identity-analytics-early-talent-at-vanguard-3784151540,Cloud Security Engineer- Identity Analytics (early talent),data_analyst,"['cloud security', 'security platforms', 'data analytics', 'cyber security', 'security threats', 'technical support', 'monitoring tools', 'cloud software', 'infrastructure platforms', 'coding languages', 'gpa', 'diversity', 'inclusion']"
https://www.linkedin.com/jobs/view/digital-commerce-cmi-insights-analytics-manager-usa-at-unilever-3764160675,Digital Commerce CMI Insights & Analytics Manager - USA,data_analyst,"['data analytics', 'datadriven growth', 'ecommerce', 'machine learning', 'robotic process automation', 'artificial intelligence', 'business intelligence', 'performance management systems', 'sql', 'power bi', 'visual analytics', 'agile methodology', 'stakeholder management', 'forecasting', 'data visualization', 'data interpretation', 'data integration', 'data quality', 'data governance', 'data security', 'data ethics', 'innovation']"
https://www.linkedin.com/jobs/view/sr-manager-business-analytics-eyecare-at-essilorluxottica-3795800787,"Sr. Manager, Business Analytics (EyeCare)",data_analyst,"['business analytics', 'reports', 'kpis', 'forecasting', 'data analysis', 'business intelligence', 'financial modeling', 'regression analysis', 'python', 'sql', 'multitasking', 'tableau', 'business objects web intelligence']"
https://www.linkedin.com/jobs/view/contractor-epic-clarity-data-analyst-at-deloitte-3805727636,Contractor - Epic Clarity Data Analyst,data_analyst,"['data analysis', 'healthcare data', 'epic clarity reporting', 'clinical data analysis', 'user observation', 'data informatics', 'statistical forecasting', 'software design', 'data extraction', 'data transformation', 'data visualization', 'clinical workflows', 'clinical informatic foundation', 'digital health solutions', 'epic clarity data model', 'epic clinical data model', 'certified health data analyst', 'python', 'r programming', 'agile development', 'oral communication', 'technical abilities', 'ehr systems', 'healthcare data analysis', 'clinical research', 'datadriven solutions', 'clinical informatics', 'data science']"
https://uk.linkedin.com/jobs/view/market-data-analyst-at-prince-personnel-3799298115,Market Data Analyst,data_analyst,"['data analysis', 'market research', 'business intelligence', 'data manipulation', 'sql', 'statistical analysis', 'data visualisation tools', 'tableau', 'power bi', 'independence', 'multitasking', 'passion for data analysis', 'market characteristics interpretation', 'informed business strategies', 'pension scheme', 'annual leave', 'awards and recognition schemes', 'environmentally conscious company']"
https://www.linkedin.com/jobs/view/manager-marketing-analytics-immunology-at-abbvie-3768149769,"Manager, Marketing Analytics - Immunology",data_analyst,"['statistical analysis', 'econometrics', 'data science', 'sql', 'multivariate statistics', 'causality', 'applied machine learning', 'business intelligence', 'data visualization', 'storytelling', 'bachelors degree in technical field', 'sas', 'spss', 'power bi', 'microsoft office suite', 'pharmaceutical sciences', 'business administration', 'chemistry', 'biology', 'engineering economics', 'statistics', 'marketing', 'management consulting']"
https://www.linkedin.com/jobs/view/analytics-manager-at-harnham-3781941764,Analytics Manager,data_analyst,"['python', 'sql', 'tableau', 'data science', 'advanced analytics', 'statistics', 'cpg', 'etl', 'trend analysis', 'insights', 'regression', 'mathematics', 'machine learning']"
https://www.linkedin.com/jobs/view/summer-2024-graduate-data-analyst-engineering-co-op-intern-at-amd-3792901498,Summer 2024 Graduate Data Analyst Engineering Co-Op/Intern,data_analyst,"['data analyst', 'python', 'sql', 'data processing', 'machine learning', 'data engineering', 'data science', 'kubernetes', 'tableau', 'power bi', 'data analytics', 'azure', 'aks', 'snowflake', 'sql server', 'passion for technology', 'computer engineering', 'electrical engineering', 'dental', 'vision', 'paid holidays', 'internship stipend', 'education assistance']"
https://www.linkedin.com/jobs/view/financial-consultant-revenue-analytics-hybrid-mn-at-optum-3776453934,"Financial Consultant - Revenue Analytics, Hybrid MN",data_analyst,"['microsoft excel', 'financial modeling', 'data analysis', 'revenue forecasting', 'business unit support', 'revenue and sales trends', 'performance improvement', 'adhoc scenario analysis', 'backlog projections', 'variance analysis', 'process improvement', 'oral communication']"
https://au.linkedin.com/jobs/view/data-analyst-bangkok-based-relocation-provided-at-agoda-3750110796,"Data Analyst (Bangkok Based, relocation provided)",data_analyst,"['data visualization', 'machine learning', 'artificial intelligence', 'sql', 'python', 'java', 'data representation', 'data analysis', 'data mining', 'data science', 'databases', 'business analysis', 'business intelligence', 'microsoft sql server', 'statistics', 'microsoft power bi', 'pandas software', 'information technology', 'google', 'facebook', 'shopee', 'traveloka', 'ctrip', 'tripcom', 'makemytrip', 'grab', 'amazon', 'expedia', 'skyscanner', 'bachelors degree in quantitative subject', 'fluency in english', 'exposure to data analysis packagesdatabases', 'intellectual curiosity']"
https://ca.linkedin.com/jobs/view/customer-service-representative-data-analyst-data-entry-clerk-at-newyorkuniversity-3755590272,Customer Service Representative/Data Analyst/Data Entry Clerk,data_analyst,"['data analysis', 'data interpretation', 'statistical techniques', 'data visualization', 'data mining', 'business intelligence', 'sql', 'python', 'tableau', 'power bi', 'data quality management', 'data manipulation', 'data cleansing', 'ab testing', 'hypothesis testing', 'etl', 'datadriven decision making', 'big data', 'artificial intelligence', 'machine learning', 'data warehousing', 'data integration']"
https://www.linkedin.com/jobs/view/lead-data-analyst-at-interex-group-3804363840,Lead Data Analyst,data_analyst,"['data modeling', 'statistical analysis', 'data visualization', 'data analysis frameworks', 'methodologies', 'best practices', 'data mining', 'predictive modeling', 'data visualizations', 'dashboards', 'reports', 'sql', 'python', 'mathematics', 'statistics', 'data science']"
https://www.linkedin.com/jobs/view/business-data-analyst-it-at-aditi-consulting-3787491883,Business / Data Analyst - IT,data_analyst,"['data analysis', 'financial crimes', 'issue identification', 'ppt decks', 'screening systems', 'business analysis', 'use cases', 'research', 'technological developments', 'competitive developments', 'industry practices', 'standards', 'benchmarking data']"
https://au.linkedin.com/jobs/view/hr-reporting-and-analytics-manager-at-civitas-talent-recruitment-search-and-advisory-for-the-hr-hse-market-3782881724,HR Reporting and Analytics Manager,data_analyst,"['hr reporting', 'hr analytics', 'data visualization', 'tableau', 'power bi', 'statistical analysis', 'data modeling', 'predictive analytics', 'hris', 'workday', 'business acumen', 'data accuracy']"
https://www.linkedin.com/jobs/view/supply-analytics-manager-bangkok-based-role-at-agoda-3805445370,Supply Analytics Manager (Bangkok-based role),data_analyst,"['data science', 'insights', 'sql', 'tableau', 'python', 'machine learning', 'business intelligence', 'data analysis', 'data visualization', 'business recommendation', 'multitasking', 'prioritization', 'programproject management', 'statistics', 'economics', 'finance', 'strategic consulting', 'people management', 'ab testing', 'travel industry', 'ecommerce', 'tech', 'forecasting', 'experimentation']"
https://au.linkedin.com/jobs/view/supply-analytics-senior-manager-bangkok-based-role-at-agoda-3805451218,Supply Analytics Senior Manager (Bangkok-based role),data_analyst,"['programproject management', 'data analysis', 'data mining', 'data visualization', 'statistics', 'machine learning', 'multitasking', 'prioritization', 'resource coordination', 'process improvement', 'clevel executive negotiation', 'people management', 'stakeholder engagement', 'ab testing', 'travel industry', 'ecommerce', 'tech', 'sql', 'tableau', 'python']"
https://www.linkedin.com/jobs/view/senior-business-intelligence-developer-at-northwest-bank-3801403567,SENIOR BUSINESS INTELLIGENCE DEVELOPER,data_analyst,"['microsoft technologies', 'sql server integration services ssis', 'sql server analysis services ssas', 'sql server reporting services ssrs', 'power bi', 'python', 'adf', 'tsql', 'sql statements', 'data governance', 'data democratization', 'data warehouse design', 'star schema', 'best practice development', 'deployment', 'service level agreements', 'data quality standards', 'data flow diagrams', 'microsoft office software', 'mentorship', 'software installation', 'change management', 'safety and health', 'bachelors degree engineering computer science information systems software development  programming sciences mathematics data management', 'masters degree engineering computer science information systems software development  programming sciences mathematics data management', '2  6 years writing sql statements', 'object oriented programming c java', 'relational data model', 'microsoft sql server ssis ssas', 'nosql databases mongo cassandra', 'pipeline architectures', 'integrated datasets', 'application development', 'sql on hadoop', 'source code repositories microsoft team foundation services tfs github svn', 'azure', 'aws', 'cloud ecosystem', 'information security', 'agile environments', 'scrum framework', 'message queuing technologies kafka azure service bus', 'stream data integration technologies', 'stream analytics technologies apache kafka ksql spark streaming', 'etl solutions', 'data warehouses', 'data marts', 'dashboards', 'reports', 'ssis', 'ssrs', 'certifications ms azure developer ms azure engineer ms sql server reporting ms azure data fundamentals']"
https://www.linkedin.com/jobs/view/co-op-data-analyst-crew-resources-summer-2024-at-delta-air-lines-3791476695,"Co-op, Data Analyst - Crew Resources (Summer, 2024)",data_analyst,"['sql', 'database querying tools', 'etl', 'data modeling', 'scripting programming language python bash powershell', 'process improvement methodologies', 'vba', 'college or university enrollment', 'curiosity', 'sense of humor', 'persistence', 'safety and security awareness', 'diversity appreciation']"
https://www.linkedin.com/jobs/view/sr-lead-data-analytics-product-manager-pod-manager-at-adp-3797101724,"Sr. Lead, Data & Analytics Product Manager (Pod Manager)",data_analyst,"['data analytics', 'product management', 'business intelligence', 'agile development', 'statistical testing', 'machine learning', 'dashboarding', 'data engineering', 'business use case development', 'jira', 'confluence', 'scrum', 'python', 'sql', 'microsoft office suite', 'insurance', 'hcm', 'change management', 'b2b']"
https://ca.linkedin.com/jobs/view/senior-manager-merchandising-analytics-at-loblaw-companies-limited-3793251863,"Senior Manager, Merchandising Analytics",data_analyst,"['datadriven analysis', 'promotional optimization', 'category merchandising', 'finance', 'postsecondary degree']"
https://www.linkedin.com/jobs/view/manager-portfolio-analytics-at-weyerhaeuser-3804434432,"Manager, Portfolio Analytics",data_analyst,"['data analytics', 'strategic planning', 'business acumen', 'microsoft office suite excel powerpoint power bi', 'coding languages r python', 'query languages sql python', 'data visualization tools power bi arcgis arcgis online', 'relational databases', 'file storage systems', 'masters degree resource economics business biology forestry', 'budgeting', 'forecasting', 'risk assessment', 'business intelligence', 'decision making', 'team leadership', 'research and analysis', 'report writing', 'matlab', 'javascripts', 'sql', 'html', 'css']"
https://www.linkedin.com/jobs/view/business-analytics-consultant-remote-eligible-at-presbyterian-healthcare-services-3738209331,Business Analytics Consultant - Remote Eligible,data_analyst,"['data visualization tools', 'tableau', 'business intelligence', 'sql', 'sas', 'data mining', 'clinical operations', 'jiva', 'etl', 'data modeling', 'data analysis', 'statistical software', 'hadoop', 'hive', 'python', 'machine learning', 'artificial intelligence', 'cloud computing', 'aws', 'azure', 'gcp', 'agile', 'scrum', 'jira', 'confluence', 'healthcare informatics', 'health plan operations', 'delivery system operations', 'revenue models', 'program evaluation', 'predictive modeling', 'clinical best practices', 'general health service research', 'outcomes reporting', 'healthcare industry standards', 'hl7', 'loinc', 'fhir', 'icd 910', 'cpt codes', 'etgs', 'drgs', 'dcgs', 'statistical analysis', 'data interpretation', 'data presentation', 'datadriven decision making', 'operational efficiency', 'accuracy', 'timeliness']"
https://www.linkedin.com/jobs/view/hr-data-analyst-at-metropower-3785900260,HR Data Analyst,data_analyst,"['report generation', 'data management', 'data analysis', 'payroll management', 'employee changes', 'retropayments', 'benefit deductions', 'costs management', 'drug testing', 'termination processes', 'employee inquiries', 'online platforms navigation', 'adp', 'ifs', 'cornerstone', 'macorva', 'employee records', 'documentation filing', 'safety attitude', 'personal integrity', 'detailorientation', 'microsoft programs', 'multitasking', 'prioritization', 'independent work', 'research', 'professionalism', 'confidentiality', 'new programs navigation', 'equal opportunity employer']"
